user_id,source,platform,country,signup_date
1,referral,ios,BY,2025-09-07 22:49:00
2,paid_search,android,BY,2025-09-11 10:14:00
3,email,web,RU,2025-09-26 19:49:00
4,social_ads,ios,RU,2025-09-04 02:01:00
5,organic,ios,RU,2025-09-04 06:09:00
6,email,android,RU,2025-09-10 01:29:00
7,referral,web,RU,2025-09-19 02:15:00
8,referral,android,UZ,2025-09-25 04:49:00
9,organic,android,RU,2025-09-17 21:02:00
10,paid_search,android,RU,2025-09-15 19:18:00
11,paid_search,ios,BY,2025-09-27 03:04:00
12,email,android,RU,2025-09-06 03:31:00
13,social_ads,ios,RU,2025-09-28 01:14:00
14,email,android,RU,2025-09-10 09:05:00
15,paid_search,ios,UZ,2025-09-09 06:41:00
16,organic,ios,RU,2025-09-29 14:34:00
17,social_ads,android,KZ,2025-09-20 09:03:00
18,organic,android,BY,2025-09-13 23:00:00
19,email,android,RU,2025-09-10 21:42:00
20,social_ads,android,BY,2025-09-14 05:57:00
21,referral,web,RU,2025-09-24 17:58:00
22,paid_search,web,RU,2025-09-05 14:12:00
23,email,web,RU,2025-09-06 05:33:00
24,email,android,UZ,2025-09-10 03:16:00
25,referral,android,RU,2025-09-15 11:11:00
26,organic,android,RU,2025-09-25 10:34:00
27,paid_search,android,UZ,2025-09-07 07:44:00
28,organic,ios,RU,2025-09-24 14:03:00
29,organic,android,UZ,2025-09-28 05:31:00
30,social_ads,ios,KZ,2025-09-14 01:33:00
31,referral,ios,KZ,2025-09-29 20:06:00
32,email,web,BY,2025-09-27 19:25:00
33,paid_search,ios,BY,2025-09-24 21:58:00
34,paid_search,android,RU,2025-09-12 09:47:00
35,paid_search,android,UZ,2025-09-10 00:27:00
36,organic,ios,UZ,2025-09-26 22:19:00
37,organic,web,UZ,2025-09-14 05:54:00
38,paid_search,ios,KZ,2025-09-01 22:43:00
39,organic,web,RU,2025-09-22 12:22:00
40,social_ads,web,RU,2025-09-11 10:00:00
41,paid_search,ios,RU,2025-09-29 01:41:00
42,email,ios,RU,2025-09-26 15:38:00
43,referral,ios,KZ,2025-09-04 03:07:00
44,paid_search,android,KZ,2025-09-28 00:56:00
45,email,ios,RU,2025-09-29 11:46:00
46,referral,web,RU,2025-09-23 16:37:00
47,paid_search,ios,KZ,2025-09-09 06:15:00
48,paid_search,web,RU,2025-09-21 02:18:00
49,social_ads,ios,UZ,2025-09-27 00:58:00
50,organic,web,BY,2025-09-25 11:09:00
51,organic,ios,RU,2025-09-13 22:21:00
52,organic,android,RU,2025-09-22 05:26:00
53,referral,android,KZ,2025-09-12 13:48:00
54,social_ads,ios,RU,2025-09-08 15:02:00
55,referral,web,UZ,2025-09-21 04:26:00
56,referral,ios,RU,2025-09-14 23:41:00
57,paid_search,android,RU,2025-09-07 17:51:00
58,social_ads,android,RU,2025-09-20 19:42:00
59,organic,android,BY,2025-09-10 15:39:00
60,organic,ios,UZ,2025-09-18 15:13:00
61,social_ads,ios,UZ,2025-09-11 20:12:00
62,paid_search,ios,RU,2025-09-27 13:16:00
63,social_ads,ios,BY,2025-09-26 12:26:00
64,referral,ios,RU,2025-09-15 05:10:00
65,social_ads,web,KZ,2025-09-22 07:31:00
66,social_ads,android,UZ,2025-09-06 08:09:00
67,social_ads,android,RU,2025-09-30 22:06:00
68,paid_search,android,UZ,2025-09-07 10:29:00
69,organic,ios,RU,2025-09-27 00:12:00
70,paid_search,android,RU,2025-09-26 09:09:00
71,organic,ios,RU,2025-09-06 08:17:00
72,paid_search,ios,UZ,2025-09-01 06:16:00
73,email,android,RU,2025-09-23 02:40:00
74,organic,android,BY,2025-09-27 01:46:00
75,organic,web,RU,2025-09-22 11:46:00
76,paid_search,ios,BY,2025-09-02 16:01:00
77,paid_search,android,KZ,2025-09-20 08:43:00
78,social_ads,ios,RU,2025-09-12 17:59:00
79,social_ads,ios,BY,2025-09-28 11:15:00
80,referral,android,BY,2025-09-25 00:07:00
81,social_ads,ios,RU,2025-09-24 23:13:00
82,paid_search,android,RU,2025-09-13 05:28:00
83,referral,android,RU,2025-09-10 15:52:00
84,organic,ios,UZ,2025-09-25 16:05:00
85,organic,web,KZ,2025-09-04 10:54:00
86,organic,android,BY,2025-09-04 00:12:00
87,referral,web,KZ,2025-09-02 20:44:00
88,paid_search,android,UZ,2025-09-16 08:18:00
89,organic,web,RU,2025-09-03 06:19:00
90,paid_search,ios,RU,2025-09-18 11:22:00
91,organic,android,KZ,2025-09-06 00:29:00
92,social_ads,web,RU,2025-09-27 17:25:00
93,paid_search,ios,RU,2025-09-13 23:18:00
94,paid_search,android,KZ,2025-09-03 19:24:00
95,paid_search,web,UZ,2025-09-21 19:26:00
96,social_ads,android,KZ,2025-09-11 03:47:00
97,paid_search,android,RU,2025-09-08 20:30:00
98,organic,android,UZ,2025-09-20 18:43:00
99,organic,web,RU,2025-09-29 16:03:00
100,email,web,RU,2025-09-30 09:32:00
101,email,android,UZ,2025-09-14 01:33:00
102,social_ads,ios,BY,2025-09-26 10:45:00
103,organic,ios,UZ,2025-09-07 06:43:00
104,email,android,BY,2025-09-26 09:28:00
105,referral,web,KZ,2025-09-29 06:15:00
106,referral,android,RU,2025-09-16 12:22:00
107,paid_search,ios,RU,2025-09-16 16:34:00
108,organic,ios,UZ,2025-09-17 22:17:00
109,organic,android,UZ,2025-09-03 04:33:00
110,email,web,RU,2025-09-26 18:10:00
111,paid_search,ios,RU,2025-09-23 03:04:00
112,organic,android,RU,2025-09-27 02:07:00
113,paid_search,web,RU,2025-09-04 11:02:00
114,social_ads,web,UZ,2025-09-25 01:38:00
115,organic,ios,RU,2025-09-11 21:11:00
116,email,web,RU,2025-09-25 13:22:00
117,referral,android,UZ,2025-09-30 19:35:00
118,referral,web,RU,2025-09-27 09:20:00
119,paid_search,ios,RU,2025-09-28 11:12:00
120,social_ads,android,RU,2025-09-04 09:55:00
121,social_ads,android,RU,2025-09-10 20:38:00
122,social_ads,ios,RU,2025-09-09 18:42:00
123,organic,android,RU,2025-09-16 09:53:00
124,paid_search,android,RU,2025-09-30 06:48:00
125,organic,android,RU,2025-09-21 13:47:00
126,paid_search,ios,RU,2025-09-17 08:14:00
127,paid_search,android,RU,2025-09-25 03:35:00
128,organic,ios,UZ,2025-09-06 07:03:00
129,organic,web,RU,2025-09-20 19:35:00
130,social_ads,web,RU,2025-09-16 02:12:00
131,organic,ios,UZ,2025-09-07 02:20:00
132,email,ios,RU,2025-09-20 08:57:00
133,social_ads,ios,RU,2025-09-26 05:08:00
134,paid_search,android,UZ,2025-09-25 20:19:00
135,social_ads,web,KZ,2025-09-26 07:03:00
136,organic,android,RU,2025-09-25 08:46:00
137,email,ios,BY,2025-09-15 01:37:00
138,paid_search,ios,KZ,2025-09-02 11:27:00
139,referral,ios,RU,2025-09-29 23:01:00
140,organic,web,RU,2025-09-14 14:32:00
141,paid_search,android,RU,2025-09-19 23:36:00
142,paid_search,android,UZ,2025-09-01 14:48:00
143,email,ios,RU,2025-09-27 15:50:00
144,social_ads,web,RU,2025-09-27 15:28:00
145,paid_search,ios,RU,2025-09-28 20:18:00
146,organic,web,UZ,2025-09-06 05:12:00
147,paid_search,web,RU,2025-09-26 06:56:00
148,social_ads,android,RU,2025-09-19 17:54:00
149,paid_search,web,RU,2025-09-05 09:11:00
150,organic,ios,KZ,2025-09-18 02:50:00
151,email,android,RU,2025-09-15 07:03:00
152,email,ios,UZ,2025-09-19 18:22:00
153,organic,android,RU,2025-09-03 12:14:00
154,social_ads,ios,RU,2025-09-17 21:39:00
155,organic,ios,RU,2025-09-21 07:46:00
156,social_ads,ios,RU,2025-09-22 11:13:00
157,paid_search,ios,RU,2025-09-24 01:48:00
158,social_ads,android,BY,2025-09-19 18:47:00
159,referral,android,RU,2025-09-22 00:59:00
160,referral,ios,BY,2025-09-03 17:00:00
161,organic,web,RU,2025-09-24 22:28:00
162,email,web,KZ,2025-09-12 00:04:00
163,organic,ios,RU,2025-09-17 10:16:00
164,organic,android,RU,2025-09-17 09:32:00
165,social_ads,android,RU,2025-09-30 06:45:00
166,paid_search,android,UZ,2025-09-10 18:08:00
167,email,android,UZ,2025-09-12 12:42:00
168,referral,android,UZ,2025-09-23 19:26:00
169,paid_search,ios,UZ,2025-09-20 00:42:00
170,email,ios,RU,2025-09-10 12:53:00
171,paid_search,android,RU,2025-09-11 07:54:00
172,paid_search,android,RU,2025-09-25 20:39:00
173,organic,web,UZ,2025-09-26 01:49:00
174,email,ios,RU,2025-09-05 09:38:00
175,organic,ios,RU,2025-09-12 23:55:00
176,organic,ios,KZ,2025-09-24 01:57:00
177,paid_search,ios,RU,2025-09-04 13:23:00
178,email,ios,BY,2025-09-06 12:05:00
179,email,android,RU,2025-09-05 18:07:00
180,referral,android,KZ,2025-09-16 20:10:00
181,email,android,UZ,2025-09-14 12:41:00
182,email,android,KZ,2025-09-10 14:46:00
183,paid_search,ios,RU,2025-09-05 01:54:00
184,paid_search,android,RU,2025-09-20 02:52:00
185,referral,ios,RU,2025-09-25 05:15:00
186,social_ads,web,RU,2025-09-07 09:10:00
187,paid_search,ios,KZ,2025-09-20 23:51:00
188,organic,android,RU,2025-09-24 20:41:00
189,referral,web,RU,2025-09-17 17:06:00
190,organic,android,RU,2025-09-18 04:58:00
191,email,android,UZ,2025-09-06 00:05:00
192,organic,android,RU,2025-09-29 17:14:00
193,organic,ios,RU,2025-09-29 16:40:00
194,email,android,RU,2025-09-22 08:28:00
195,organic,web,RU,2025-09-28 01:58:00
196,organic,web,UZ,2025-09-19 05:19:00
197,social_ads,android,RU,2025-09-20 20:04:00
198,email,ios,KZ,2025-09-25 20:59:00
199,organic,web,KZ,2025-09-02 03:27:00
200,paid_search,android,BY,2025-09-07 14:10:00
201,referral,ios,KZ,2025-09-07 02:27:00
202,email,ios,BY,2025-09-19 23:34:00
203,paid_search,ios,RU,2025-09-08 06:31:00
204,organic,android,RU,2025-09-12 17:05:00
205,organic,ios,BY,2025-09-15 19:30:00
206,organic,ios,KZ,2025-09-23 07:31:00
207,organic,ios,RU,2025-09-16 12:32:00
208,social_ads,web,RU,2025-09-01 17:37:00
209,organic,ios,RU,2025-09-21 14:25:00
210,paid_search,ios,RU,2025-09-13 19:57:00
211,social_ads,android,RU,2025-09-04 09:38:00
212,social_ads,ios,RU,2025-09-20 13:13:00
213,organic,web,RU,2025-09-09 02:33:00
214,referral,web,KZ,2025-09-14 19:39:00
215,referral,android,BY,2025-09-30 00:35:00
216,referral,android,KZ,2025-09-08 03:20:00
217,organic,android,KZ,2025-09-27 13:22:00
218,organic,ios,RU,2025-09-14 22:19:00
219,email,ios,RU,2025-09-28 23:26:00
220,paid_search,ios,KZ,2025-09-26 11:48:00
221,paid_search,ios,BY,2025-09-25 23:13:00
222,paid_search,android,BY,2025-09-07 04:55:00
223,social_ads,ios,KZ,2025-09-24 17:25:00
224,email,ios,BY,2025-09-12 00:21:00
225,paid_search,android,BY,2025-09-28 07:18:00
226,email,android,BY,2025-09-30 17:02:00
227,organic,ios,BY,2025-09-19 08:29:00
228,social_ads,ios,RU,2025-09-28 09:13:00
229,social_ads,ios,RU,2025-09-16 23:59:00
230,organic,ios,RU,2025-09-02 00:27:00
231,organic,web,RU,2025-09-27 05:16:00
232,paid_search,web,BY,2025-09-16 21:50:00
233,email,android,RU,2025-09-02 07:42:00
234,social_ads,android,RU,2025-09-02 23:05:00
235,email,android,BY,2025-09-22 16:44:00
236,referral,android,RU,2025-09-28 17:12:00
237,paid_search,ios,UZ,2025-09-21 22:06:00
238,referral,ios,RU,2025-09-14 05:54:00
239,organic,android,RU,2025-09-10 05:02:00
240,organic,android,RU,2025-09-13 13:16:00
241,email,ios,RU,2025-09-10 16:25:00
242,referral,ios,RU,2025-09-09 04:31:00
243,organic,ios,RU,2025-09-04 20:25:00
244,social_ads,ios,RU,2025-09-18 01:32:00
245,social_ads,android,RU,2025-09-07 13:14:00
246,email,android,BY,2025-09-05 08:23:00
247,social_ads,android,RU,2025-09-09 06:36:00
248,paid_search,ios,RU,2025-09-24 23:14:00
249,paid_search,ios,RU,2025-09-18 04:31:00
250,paid_search,web,UZ,2025-09-15 17:40:00
251,social_ads,android,BY,2025-09-18 18:11:00
252,email,ios,UZ,2025-09-17 23:51:00
253,paid_search,ios,UZ,2025-09-15 22:20:00
254,organic,web,RU,2025-09-26 05:22:00
255,organic,web,KZ,2025-09-22 21:51:00
256,referral,web,RU,2025-09-06 13:18:00
257,referral,android,UZ,2025-09-25 12:21:00
258,organic,android,RU,2025-09-06 06:07:00
259,organic,android,RU,2025-09-03 08:13:00
260,social_ads,ios,UZ,2025-09-13 14:58:00
261,organic,android,UZ,2025-09-12 18:49:00
262,email,android,UZ,2025-09-24 14:00:00
263,paid_search,ios,RU,2025-09-21 20:34:00
264,organic,web,RU,2025-09-02 18:09:00
265,email,android,RU,2025-09-15 23:06:00
266,organic,ios,RU,2025-09-24 20:31:00
267,paid_search,ios,RU,2025-09-22 23:53:00
268,organic,web,RU,2025-09-16 00:32:00
269,organic,web,BY,2025-09-19 11:20:00
270,organic,android,RU,2025-09-17 20:28:00
271,organic,web,KZ,2025-09-07 22:33:00
272,organic,web,UZ,2025-09-17 22:21:00
273,organic,web,KZ,2025-09-21 06:05:00
274,social_ads,web,RU,2025-09-02 16:26:00
275,social_ads,android,RU,2025-09-21 20:35:00
276,paid_search,web,RU,2025-09-08 11:50:00
277,paid_search,android,BY,2025-09-01 05:35:00
278,paid_search,android,RU,2025-09-23 15:48:00
279,email,ios,RU,2025-09-12 16:43:00
280,email,android,UZ,2025-09-13 08:49:00
281,organic,web,KZ,2025-09-19 17:30:00
282,organic,ios,UZ,2025-09-17 19:34:00
283,organic,web,RU,2025-09-19 14:50:00
284,organic,android,UZ,2025-09-29 08:18:00
285,social_ads,ios,RU,2025-09-20 12:49:00
286,paid_search,ios,RU,2025-09-02 09:18:00
287,organic,web,UZ,2025-09-07 16:06:00
288,paid_search,android,UZ,2025-09-14 11:46:00
289,social_ads,ios,RU,2025-09-15 04:11:00
290,organic,android,RU,2025-09-11 20:07:00
291,email,ios,RU,2025-09-06 12:45:00
292,organic,android,BY,2025-09-04 04:38:00
293,email,web,UZ,2025-09-05 08:21:00
294,organic,android,RU,2025-09-29 12:34:00
295,email,web,RU,2025-09-12 20:48:00
296,email,android,KZ,2025-09-29 20:15:00
297,email,web,BY,2025-09-11 01:08:00
298,referral,ios,RU,2025-09-10 08:16:00
299,referral,ios,KZ,2025-09-15 16:28:00
300,social_ads,ios,UZ,2025-09-29 09:38:00
301,referral,android,RU,2025-09-17 21:29:00
302,organic,android,KZ,2025-09-02 01:19:00
303,social_ads,android,KZ,2025-09-09 03:29:00
304,paid_search,ios,RU,2025-09-30 10:14:00
305,email,ios,UZ,2025-09-05 15:16:00
306,paid_search,android,KZ,2025-09-26 01:52:00
307,paid_search,web,RU,2025-09-28 20:36:00
308,social_ads,ios,RU,2025-09-07 10:19:00
309,organic,ios,BY,2025-09-17 18:26:00
310,organic,ios,RU,2025-09-18 23:40:00
311,paid_search,android,RU,2025-09-24 19:32:00
312,paid_search,ios,RU,2025-09-24 22:46:00
313,organic,ios,KZ,2025-09-02 19:15:00
314,paid_search,android,UZ,2025-09-10 13:53:00
315,paid_search,ios,BY,2025-09-29 04:52:00
316,paid_search,android,UZ,2025-09-11 14:42:00
317,paid_search,ios,RU,2025-09-08 09:05:00
318,social_ads,web,RU,2025-09-19 20:51:00
319,paid_search,android,UZ,2025-09-06 20:35:00
320,email,ios,RU,2025-09-05 09:54:00
321,email,ios,BY,2025-09-24 22:32:00
322,paid_search,android,RU,2025-09-04 13:06:00
323,paid_search,web,RU,2025-09-27 17:36:00
324,social_ads,ios,KZ,2025-09-08 11:51:00
325,email,ios,RU,2025-09-04 04:53:00
326,social_ads,ios,RU,2025-09-23 05:42:00
327,referral,android,RU,2025-09-06 07:06:00
328,social_ads,web,RU,2025-09-11 23:57:00
329,social_ads,android,RU,2025-09-11 12:50:00
330,paid_search,ios,UZ,2025-09-16 05:17:00
331,referral,web,RU,2025-09-15 04:48:00
332,organic,android,UZ,2025-09-06 20:43:00
333,social_ads,ios,KZ,2025-09-08 00:57:00
334,email,ios,RU,2025-09-06 19:45:00
335,organic,android,RU,2025-09-02 15:58:00
336,social_ads,web,UZ,2025-09-20 12:19:00
337,organic,android,KZ,2025-09-15 02:57:00
338,referral,android,UZ,2025-09-04 06:01:00
339,organic,web,RU,2025-09-10 22:33:00
340,email,ios,BY,2025-09-21 00:50:00
341,organic,ios,BY,2025-09-09 13:19:00
342,email,ios,UZ,2025-09-13 00:30:00
343,referral,web,RU,2025-09-23 07:29:00
344,social_ads,android,UZ,2025-09-21 03:18:00
345,referral,ios,RU,2025-09-22 00:30:00
346,referral,ios,UZ,2025-09-12 10:50:00
347,email,android,RU,2025-09-15 12:28:00
